id;lugar;frecuencia;agradable;3 La iluminacion le permite:;4 La calidad de la iluminacion;5 Identificar�a situaci�n de peligro?;6 Las caracteristicas de la zona:;7a Ser Vista;7b Ser Escuchada;8 Cantidad de personas le generan:;9 Zona segura si hay presencia de:;10 Los andenes le permiten:;11 Calidad de andenes le genera:;12 Medio de transporte que utiliza;13 Que sensaci�n experimenta en TP?;14 Tiempo entre paradero y su casa;15a Demasiadas personas dentro del TP;15b Muy pocas personas dentro del TP;15c Ventas informales en el TP;15d Caminata hacia el paradero;15e Condiciones de espera del TP;15f Alg�n desconocido quiere hablar;15g Viajar sola, sin compa��a;15h Viajar con ni�@ o ancian@;15i Viajar de noche;16 Hora que considera insegura;16a Hora militar;17a Primera Opci�n;17b Segunda Opci�n;17c Tercera Opci�n;18b Hombres;18a Mujeres;18c Ni�as y Ni�os;Personas;D1 Edad;D2 Actividad Principal;D3 Escolaridad;D4 Autoreconocimineto;D5 Discapacidad;D6 Identidad de g�nero;D7 Orientaci�n sexual;D8 Localidad;D9 Estrato
127;155;1;2;3;2;2;4;1;1;3;3;1;6;6;2;2;1;2;1;1;1;1;1;1;1;3;88;2;99;99;1;1;2;3;36;1;8;7;8;2;1;13;4
128;155;3;2;3;2;2;1;1;1;1;3;2;1;1;2;3;1;1;2;1;1;2;1;1;1;1;21:00;4;99;99;1;1;2;3;20;2;7;7;8;2;1;13;4
129;155;1;2;2;1;2;1;2;2;6;3;2;1;1;1;3;1;2;2;2;2;1;1;1;1;1;12:00;1;99;99;1;1;1;3;21;1;5;7;8;2;1;2;3
130;155;1;3;1;1;3;5;2;2;5;3;2;1;1;10;5;1;1;1;1;1;1;2;1;1;1;22:00;4;99;99;2;2;3;1;28;1;7;6;8;2;2;21;3
131;155;3;3;2;4;3;7;2;2;5;3;1;7;1;2;5;1;2;1;1;1;1;2;1;1;1;22:00;6;99;99;1;1;2;3;40;1;6;7;8;2;1;21;3
132;155;2;2;2;2;2;2;1;1;4;3;2;6;1;8;4;1;2;1;2;2;1;1;1;1;1;22:00;5;99;99;1;1;3;2;22;2;5;7;8;2;1;9;4
133;155;3;3;1;3;4;7;2;2;6;1;2;5;1;2;5;2;1;2;1;1;1;1;1;1;1;22:00;3;99;99;1;1;3;2;27;3;6;7;8;2;1;21;3
134;155;1;3;4;4;4;3;2;2;5;3;1;6;1;11;4;2;1;1;1;1;1;1;1;1;3;88;4;99;99;1;2;2;2;24;3;7;7;8;2;1;1;3
135;155;3;3;1;2;3;1;1;1;2;3;2;2;1;2;5;2;1;2;2;1;1;2;2;2;3;88;2;99;99;1;1;2;3;19;3;6;7;8;2;1;19;1
136;155;3;2;1;4;2;2;1;1;1;3;2;1;1;2;5;1;1;1;1;1;1;1;2;1;1;22:00;2;99;99;2;1;2;3;24;3;7;7;8;2;1;7;2
137;155;1;3;2;1;2;4;1;1;4;3;2;1;1;2;4;1;2;1;1;1;1;1;2;1;1;22:00;4;99;99;2;1;3;2;34;1;4;7;8;2;1;10;4
138;155;3;2;2;3;4;6;1;2;3;2;1;5;1;2;3;2;1;1;1;1;1;2;1;1;1;21:00;6;99;99;2;1;3;2;31;1;6;7;8;2;1;11;2
139;155;3;2;2;6;2;1;2;2;7;3;1;7;1;2;2;1;1;1;2;1;1;2;1;1;3;88;4;99;99;1;1;2;3;18;2;5;7;8;2;1;13;5
140;155;3;2;3;1;2;2;1;1;3;3;2;1;1;2;3;1;1;1;2;2;1;1;2;2;1;13:00;4;99;99;1;2;3;1;21;3;8;6;8;2;1;13;4
141;155;3;2;2;2;2;2;1;1;2;3;2;2;1;2;1;1;2;1;2;1;1;2;2;2;1;22:00;2;99;99;1;1;2;3;19;3;6;7;8;2;1;5;2
142;155;2;3;2;4;4;2;1;2;5;3;1;4;1;3;2;1;1;2;1;1;1;1;1;1;1;20:00;1;99;99;1;2;2;2;31;1;6;7;8;2;1;11;3
143;155;3;3;1;2;3;5;2;1;2;3;2;2;1;3;4;2;1;1;1;1;1;1;2;1;3;88;4;99;99;1;2;3;1;23;1;9;6;8;2;1;11;4
144;155;2;2;4;3;2;6;2;2;7;3;1;3;1;2;2;2;1;1;1;2;1;2;2;1;1;20:00;4;99;99;1;1;2;3;28;1;9;6;8;2;1;13;4
145;155;1;2;2;1;2;1;1;2;2;3;1;7;1;2;4;1;2;1;2;2;1;1;1;1;1;19:00;2;99;99;2;1;3;2;30;1;4;5;8;2;1;19;2
146;155;3;3;1;3;2;1;2;1;3;1;1;2;1;2;2;2;2;1;1;2;1;1;2;1;1;20:00;4;99;99;2;1;2;3;15;2;4;7;8;2;1;13;4
147;155;3;4;1;3;4;3;2;2;4;3;1;6;1;5;3;1;2;1;1;1;1;2;2;1;3;88;10;99;99;2;2;3;1;32;1;9;6;8;2;1;13;4
148;155;2;3;1;2;4;6;2;1;7;3;2;7;1;2;3;1;1;1;1;2;2;2;2;1;1;20:00;2;99;99;2;2;3;1;34;3;8;7;8;2;1;4;2
149;155;1;2;2;5;2;5;2;2;5;3;1;4;1;2;4;1;1;1;2;1;1;2;1;1;1;17:30;4;99;99;2;2;2;1;26;1;8;7;8;2;1;11;4
150;155;3;3;1;5;4;7;2;2;6;3;1;8;1;5;2;1;1;1;1;2;1;2;2;1;1;18:00;6;99;99;1;1;2;3;44;1;9;6;8;2;1;13;4
151;155;2;3;1;4;2;1;2;1;2;3;2;1;1;3;3;1;1;1;1;1;1;1;1;1;1;19:00;4;99;99;1;2;2;2;28;1;9;7;8;2;1;13;4
152;155;1;2;2;4;4;5;1;2;7;1;1;8;1;2;5;1;1;1;2;2;1;2;2;1;1;20:00;4;6;99;1;1;2;3;21;2;6;7;8;2;1;19;2
153;155;1;2;1;2;1;1;2;2;1;3;2;1;1;2;2;2;1;2;2;1;1;2;2;2;2;88;10;99;99;1;1;2;3;21;2;5;6;8;2;99;21;3
154;155;1;2;1;1;1;2;2;2;2;3;2;1;1;3;2;2;1;1;2;1;1;2;2;2;3;88;10;99;99;1;1;1;3;24;2;5;6;8;2;2;1;4
155;155;1;2;1;6;1;2;1;1;2;3;2;2;1;3;2;1;1;1;1;1;1;2;1;1;1;19:00;10;99;99;2;1;2;3;47;1;9;6;8;2;1;11;3
156;155;1;2;1;6;2;2;2;1;3;2;1;7;1;2;4;2;2;1;2;1;2;2;1;2;1;17:00;10;99;99;2;1;2;3;22;1;6;7;8;2;1;5;1
157;155;3;2;2;3;3;1;2;1;7;3;2;2;1;2;1;1;1;1;2;2;1;2;2;2;1;21:00;4;99;99;1;1;2;3;24;2;7;7;8;2;1;4;2
158;155;3;3;2;3;4;3;2;1;4;3;2;1;1;2;2;1;1;2;1;99;1;2;2;2;3;88;10;99;99;1;1;1;3;24;1;9;6;8;2;1;3;2
159;155;1;2;2;1;2;4;1;1;1;3;1;1;6;2;1;1;1;1;1;1;2;1;1;1;1;21:00;2;99;99;1;1;2;3;43;1;9;5;8;2;1;13;3
160;155;3;2;2;1;1;1;1;1;2;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;1;21:00;4;99;99;1;1;2;3;46;1;9;6;8;2;1;5;2
161;155;3;2;2;1;1;6;2;2;1;2;1;6;1;2;4;1;1;1;1;1;1;2;2;1;1;21:00;6;99;99;1;1;2;3;48;1;6;7;8;2;1;10;3
162;155;1;2;2;1;2;1;1;1;1;3;2;1;1;3;1;1;1;1;2;2;1;1;1;1;1;19:00;2;99;99;1;1;1;3;36;1;8;7;8;2;1;5;3
163;155;3;2;2;1;3;1;1;2;7;3;1;7;1;2;2;2;1;1;2;1;1;2;2;1;3;88;4;99;99;1;1;2;3;22;2;7;7;8;2;1;13;4
164;155;3;3;1;5;2;5;1;1;3;1;1;7;1;2;2;1;2;1;1;2;1;1;1;1;1;20:00;6;99;99;1;1;2;3;31;3;8;6;8;2;1;13;4
165;155;3;2;1;3;2;2;2;2;2;3;3;88;1;2;1;1;2;1;1;2;1;2;2;1;3;88;4;99;99;1;1;2;3;62;1;9;7;8;2;1;13;4
166;155;3;2;1;1;1;2;2;2;2;3;1;3;1;7;1;1;1;2;2;1;1;2;1;1;1;21:00;4;99;99;1;1;2;3;28;1;8;6;8;2;1;13;4
167;155;3;2;1;3;4;2;1;2;7;2;2;2;1;6;1;2;2;2;1;2;1;2;2;1;1;23:00;6;99;99;1;2;2;2;23;2;9;6;8;2;1;13;4
168;155;3;1;2;2;1;3;1;2;1;1;2;3;1;12;1;1;1;1;2;2;1;1;1;1;3;88;8;99;99;1;2;2;2;22;1;6;7;8;2;1;13;4
169;158;3;2;3;6;2;3;2;2;4;1;2;3;3;11;2;1;2;1;1;1;1;2;1;1;1;20:00;1;3;5;1;1;2;3;31;1;9;7;8;2;1;15;3
170;158;2;2;3;6;2;1;2;2;7;3;2;4;1;6;1;2;1;2;2;2;1;2;1;1;1;20:00;10;99;99;1;1;2;3;26;1;8;7;8;2;1;1;2
171;158;3;1;1;2;1;2;1;1;1;3;2;1;3;3;3;2;1;1;2;2;1;1;2;1;1;20:30;1;6;10;1;1;2;3;29;1;5;7;8;2;1;19;1
172;158;2;2;4;1;2;2;2;2;3;3;2;3;1;2;2;1;1;1;1;2;1;2;2;1;1;23:00;3;5;10;1;1;2;3;49;1;5;7;8;2;1;6;2
173;158;2;2;1;5;1;1;1;2;3;1;2;1;1;2;3;1;2;1;1;1;2;2;1;1;3;88;1;3;5;1;1;2;3;50;1;4;7;8;2;1;7;2
174;158;2;2;1;3;3;1;1;1;3;1;2;1;1;4;4;2;2;1;1;2;2;2;2;2;1;20:00;3;10;99;2;2;3;1;27;1;5;7;8;2;1;8;3
175;158;3;2;2;5;2;5;1;1;2;3;1;4;1;2;2;1;1;1;1;2;1;1;2;1;1;23:30;1;5;10;1;1;2;3;34;1;8;7;8;2;1;4;2
176;158;3;2;2;3;3;4;2;1;3;1;1;4;1;2;2;2;1;1;1;2;1;2;2;2;3;88;3;5;10;1;1;2;3;60;1;5;8;8;2;1;18;3
177;158;3;2;2;3;4;3;2;2;3;1;2;5;1;3;3;1;1;1;1;1;1;1;1;1;1;17:00;1;3;5;1;1;2;3;54;1;6;7;8;2;1;16;3
178;158;2;3;3;3;3;1;2;1;1;3;2;1;4;10;1;2;2;2;2;2;2;1;2;2;1;20:00;2;10;99;1;1;1;3;38;3;9;6;8;2;1;13;4
179;158;3;2;2;2;2;1;1;1;2;1;2;2;3;2;2;2;1;1;1;2;1;1;1;1;1;20:00;2;5;99;1;1;2;3;26;1;8;7;8;2;1;8;3
180;158;3;2;4;5;2;2;2;2;3;1;2;2;1;11;2;2;1;1;2;1;1;2;2;1;1;22:00;1;4;5;1;1;2;3;30;1;8;7;8;2;1;7;2
181;158;3;2;2;2;3;4;1;1;3;3;1;6;1;3;1;1;1;1;1;2;2;2;1;1;1;23:00;1;2;4;2;1;2;3;32;1;8;7;8;2;1;13;5
182;158;3;2;2;6;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;22:00;3;5;10;1;1;2;3;28;1;8;7;8;2;1;11;2
183;158;3;3;2;3;3;5;2;2;6;3;2;4;1;3;2;2;1;1;1;2;1;1;99;1;1;20:00;1;4;5;2;1;3;2;20;1;8;7;8;2;1;21;4
184;158;1;2;2;2;2;1;2;2;1;1;2;4;1;4;1;1;1;1;1;1;1;1;1;1;1;20:00;1;3;5;1;1;2;3;38;5;6;7;8;2;1;21;2
185;158;1;1;2;1;1;4;1;1;3;3;2;2;1;2;3;2;1;1;2;2;1;2;1;2;1;22:00;1;3;6;1;1;2;3;49;5;4;7;8;2;1;18;3
186;158;3;2;3;6;1;1;1;1;7;3;2;1;1;1;3;2;1;2;2;2;2;2;1;1;1;20:00;1;99;99;1;2;3;1;50;1;8;8;8;2;1;13;4
187;158;3;2;3;1;1;4;1;2;1;1;1;2;3;4;2;1;1;1;1;1;1;1;1;1;3;88;1;4;99;2;1;3;2;42;1;5;7;8;2;1;8;2
188;158;2;1;2;1;2;1;1;1;2;1;1;2;3;4;2;1;1;1;1;1;1;1;1;1;3;88;1;3;99;2;1;3;2;34;1;5;7;8;2;1;7;2
189;158;3;2;2;3;1;3;2;1;1;3;2;4;3;5;3;1;1;2;2;2;1;1;99;1;1;23:00;3;5;10;1;1;3;2;30;1;9;7;8;2;1;10;2
190;158;3;2;1;1;2;2;1;1;1;4;2;1;1;4;2;2;1;1;1;1;1;1;1;1;3;88;1;10;99;1;2;2;2;27;1;4;7;7;2;1;7;2
191;158;3;2;3;3;2;5;2;2;4;3;2;3;1;11;3;2;1;1;1;2;1;1;2;2;1;18:00;3;5;6;1;1;3;2;36;1;3;7;8;2;1;8;1
192;158;3;1;1;6;2;1;2;1;2;3;1;1;3;13;3;2;2;2;2;2;1;2;2;2;2;88;2;3;10;1;1;2;3;20;2;4;7;8;2;1;13;4
193;158;3;2;3;1;1;2;1;2;2;3;2;2;1;3;3;2;1;1;2;1;1;1;99;1;3;88;1;6;7;1;1;1;3;23;2;7;7;7;2;1;13;4
194;158;2;2;2;1;1;1;1;2;7;3;2;1;1;13;3;1;1;1;2;2;1;2;2;2;1;24:00;2;6;7;2;2;3;1;55;5;5;2;8;2;1;11;4
195;158;3;2;1;2;3;3;2;2;4;3;2;7;1;3;3;1;1;1;1;2;1;1;99;1;1;23:00;4;7;10;1;2;3;1;22;2;8;7;8;2;1;13;4
196;158;3;3;1;4;3;1;1;1;2;1;2;1;3;13;2;1;1;1;1;2;1;2;1;1;1;18:00;7;99;99;2;1;3;2;40;1;5;7;8;2;1;8;2
197;158;3;2;2;1;1;2;1;1;1;1;2;1;3;12;2;1;2;2;2;2;1;2;1;1;1;21:00;1;99;99;1;1;2;3;50;1;9;7;8;2;1;11;3
198;158;3;3;2;6;2;5;2;1;7;3;1;8;3;2;1;1;1;1;2;2;1;1;1;1;3;88;1;99;99;2;1;3;2;46;1;5;6;8;2;1;10;4
199;158;3;2;4;3;4;5;2;2;5;1;1;5;3;2;2;1;1;2;1;1;1;1;1;1;1;19:00;1;4;99;2;1;3;2;53;1;6;7;4;2;1;10;2
200;158;2;2;2;2;2;4;2;2;2;1;2;2;3;1;2;1;2;2;1;1;1;2;2;1;1;19:00;4;5;99;1;1;3;2;26;1;8;7;8;2;1;9;4
201;158;3;3;1;5;3;5;2;2;1;1;1;3;3;3;3;1;1;1;1;1;1;1;1;1;1;18:00;6;99;99;2;1;3;2;49;99;5;7;8;2;1;8;3
202;158;3;3;4;5;3;6;2;2;5;3;2;2;3;2;3;1;2;1;2;1;1;1;1;1;1;18:00;6;99;99;2;1;3;2;42;99;6;7;8;2;1;8;3
203;158;3;3;3;3;1;2;1;1;2;1;2;1;3;8;2;2;1;1;1;1;2;2;1;1;1;17:00;5;99;99;1;1;2;3;50;1;8;7;8;2;1;10;3
204;158;3;3;2;7;1;5;2;2;5;1;1;7;3;12;2;1;2;1;1;1;1;2;1;1;3;88;10;99;99;2;1;3;2;34;99;6;7;8;2;1;10;3
205;158;1;3;2;1;1;1;1;1;2;3;1;7;4;1;1;1;1;1;2;1;1;1;1;1;1;22:00;2;99;99;1;1;2;3;67;6;5;7;8;2;1;10;2
206;158;3;2;3;1;3;6;2;2;2;1;1;7;4;1;1;2;1;99;2;1;1;2;99;1;1;22:00;6;99;99;2;1;3;2;26;1;9;7;8;2;1;9;3
207;158;3;1;2;1;2;1;1;1;1;1;2;1;4;4;1;1;1;1;1;2;1;2;1;1;1;19:00;3;5;99;99;99;99;99;41;1;9;7;8;2;1;8;3
208;158;3;2;2;3;1;1;1;2;8;1;1;1;4;1;1;1;1;2;1;2;1;1;2;1;1;23:00;3;99;99;1;1;2;3;22;3;7;7;8;2;1;10;3
209;158;2;1;2;2;1;2;1;2;4;3;2;1;1;13;1;2;1;99;1;2;1;1;2;2;1;22:00;5;6;99;1;1;1;3;39;1;6;7;8;2;1;11;3
210;158;2;2;2;4;3;2;1;1;8;1;2;2;3;11;2;1;1;1;2;1;1;1;1;1;3;88;10;99;99;1;1;3;2;35;1;8;2;8;2;1;8;2
211;158;3;2;3;1;1;4;1;2;1;3;2;1;3;10;3;1;1;2;1;1;2;1;1;1;1;22:00;5;99;99;1;2;3;1;42;1;8;7;8;2;1;8;3
212;158;3;1;4;7;4;1;1;2;7;3;2;7;1;1;2;1;1;2;1;2;1;2;1;1;2;88;3;4;99;1;1;2;3;39;1;9;7;8;2;1;10;4
213;158;2;1;2;1;2;1;1;1;1;2;2;2;3;1;2;1;1;1;1;1;2;1;2;1;1;19:00;2;3;4;1;1;2;3;30;1;9;7;8;2;1;10;3
214;158;2;3;2;1;2;1;1;1;1;3;1;1;1;1;4;1;1;1;2;2;2;1;2;1;2;88;1;99;99;1;1;2;3;35;3;5;5;8;2;1;11;3
215;158;3;3;2;4;3;3;2;1;5;3;2;6;5;1;1;1;1;2;1;2;1;1;1;1;1;19:00;3;8;99;1;2;3;1;21;3;7;7;8;2;1;13;4
216;158;2;2;2;6;3;2;2;2;4;3;1;7;4;2;1;2;1;1;1;2;1;1;1;1;1;23:00;6;99;99;2;1;2;3;22;1;6;6;8;2;1;19;1
217;158;2;1;2;6;3;1;2;1;7;3;2;7;3;13;4;1;2;1;1;1;1;2;1;1;1;17:00;3;99;99;1;1;1;3;43;1;5;7;8;2;1;11;2
218;158;3;1;2;1;2;1;2;2;3;3;3;88;1;2;3;1;1;1;2;2;1;1;1;1;3;88;1;99;99;1;1;2;3;65;6;8;7;4;2;1;12;4
219;158;1;3;1;1;1;3;2;1;5;3;2;1;9;3;1;2;2;2;1;1;1;2;2;1;1;20:00;2;3;99;1;1;2;3;53;1;9;7;8;2;1;13;4
220;158;3;2;2;2;3;2;2;2;1;3;2;2;4;2;2;2;1;1;1;2;1;1;2;1;3;88;10;99;99;1;2;3;1;26;1;5;7;8;2;1;11;3
221;158;2;4;2;6;2;5;1;1;1;3;2;1;1;5;2;1;1;2;2;2;1;1;1;1;1;20:00;3;99;99;1;1;2;3;37;4;5;7;8;2;1;19;2
222;158;1;2;3;6;2;6;1;1;3;3;2;7;1;2;2;1;1;1;1;1;2;2;2;2;1;20:00;10;99;99;2;2;3;1;61;1;1;7;8;2;1;18;2
223;158;2;2;1;6;3;1;1;2;3;3;1;2;1;12;2;1;1;2;1;1;1;2;2;1;1;21:00;10;99;99;1;1;2;3;25;1;5;7;8;2;1;10;2
224;158;3;3;1;6;3;3;2;2;7;3;1;8;1;2;3;1;2;1;1;1;1;1;1;1;1;20:00;7;99;99;1;1;2;3;28;1;8;7;8;2;1;16;3
225;158;3;2;1;4;3;3;2;2;1;2;2;3;1;3;2;2;1;2;1;1;1;1;1;1;1;21:00;3;99;99;1;1;3;2;56;1;3;7;8;2;1;4;2
226;158;3;3;2;1;3;1;1;1;1;1;1;8;1;3;3;1;2;1;1;1;1;1;1;1;1;21:00;2;99;99;2;1;2;3;49;1;8;6;8;2;1;11;3
227;158;3;3;3;3;2;3;2;2;4;3;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;20:00;2;99;99;2;1;2;3;44;1;5;7;8;2;1;7;2
228;158;3;3;1;5;2;4;2;2;6;1;2;2;9;1;2;1;1;2;2;2;2;2;2;2;2;88;3;99;99;2;2;3;1;36;1;5;5;8;2;1;7;2
229;158;2;2;2;1;2;1;1;1;2;3;2;2;1;2;1;1;1;2;2;1;1;2;2;2;3;88;2;99;99;1;1;3;2;27;1;9;5;8;2;1;13;4
230;158;3;2;2;6;2;1;2;2;7;1;2;1;1;3;3;1;1;1;1;1;1;1;2;1;3;88;6;99;99;1;2;3;1;21;1;5;7;8;2;1;8;2
231;158;3;2;1;6;3;6;2;2;6;4;2;7;1;2;3;2;1;1;1;2;1;1;1;1;1;22:00;10;99;99;2;1;3;2;28;1;8;7;8;2;2;6;3
232;158;1;3;2;1;2;2;1;1;2;3;2;1;1;12;2;2;1;1;2;2;1;2;1;1;1;21:00;6;99;99;1;1;2;3;52;1;8;6;8;2;1;1;4
233;158;3;2;1;6;2;1;1;1;1;3;2;2;1;1;1;2;1;1;2;2;1;2;1;2;1;21:00;10;99;99;2;1;3;2;55;1;6;7;8;2;1;9;3
234;158;3;2;2;6;2;1;1;1;1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;20:00;10;99;99;1;2;3;1;58;1;7;6;8;2;1;13;3
235;158;3;2;2;2;1;2;1;1;1;3;2;1;1;2;3;1;2;1;2;1;1;2;2;2;3;88;4;99;99;2;1;3;2;25;1;5;6;8;2;1;9;3
236;158;2;2;2;6;3;1;1;1;1;3;2;7;1;2;2;1;1;1;1;1;1;1;1;1;3;88;10;99;99;1;2;3;1;24;1;6;7;8;2;1;5;2
237;158;3;2;3;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;3;88;5;99;99;2;1;2;3;41;1;4;7;8;2;1;19;1
238;158;2;2;3;1;1;1;1;1;7;3;2;1;3;10;3;1;2;1;1;2;1;2;2;1;3;88;6;99;99;1;1;3;2;46;1;3;7;8;2;1;8;2
239;158;3;3;1;2;2;6;2;2;1;3;2;1;1;1;2;1;1;1;1;2;1;1;2;1;3;88;6;99;99;2;1;2;3;23;1;8;2;8;2;1;18;2
240;158;3;2;1;4;3;1;2;2;5;3;2;7;1;12;2;1;1;1;2;2;1;2;1;1;1;23:00;5;99;99;2;1;2;3;28;1;9;7;8;2;1;4;2
241;158;3;2;2;6;2;1;2;2;7;2;2;7;4;12;3;1;1;1;1;1;1;1;1;1;3;88;6;99;99;2;1;3;2;20;2;7;6;8;2;1;13;4
242;158;2;2;2;6;4;1;2;2;1;3;2;3;1;1;4;1;2;2;2;2;2;2;1;1;1;21:00;5;99;99;2;1;2;3;30;1;5;5;8;2;1;21;3
243;158;2;3;1;4;2;1;2;2;3;3;2;1;1;2;2;1;1;1;1;1;1;2;1;1;1;21:00;7;99;99;1;1;2;3;44;1;5;7;8;2;1;18;2
244;158;2;2;1;5;3;2;2;1;4;1;2;2;1;2;2;1;1;1;1;2;1;1;2;1;1;21:00;10;99;99;2;2;3;1;19;2;7;7;8;2;1;13;4
245;158;3;2;1;5;3;1;1;1;3;3;2;1;1;12;1;2;1;1;2;2;1;2;1;2;1;22:00;6;99;99;2;1;3;2;56;1;8;7;4;2;1;1;3
246;158;3;2;2;2;2;2;1;1;3;3;2;2;3;11;2;1;1;1;1;1;1;1;1;1;1;18:00;4;6;99;1;1;2;3;19;2;7;7;8;2;1;13;6
247;158;3;2;2;5;3;4;1;2;3;1;1;4;1;3;3;1;1;1;1;2;1;1;2;1;1;22:00;3;4;99;1;1;2;3;47;1;5;7;8;2;1;11;3
248;158;1;2;3;6;3;2;2;1;3;3;1;2;1;2;2;1;2;1;2;1;1;1;1;1;1;19:00;3;4;6;1;1;2;3;19;2;7;7;8;2;1;8;3
249;158;2;2;2;3;3;4;1;1;7;3;1;4;1;2;3;1;1;2;1;2;2;1;2;1;3;88;3;7;99;1;1;2;3;42;1;6;7;8;2;1;11;3
250;158;2;2;4;2;3;1;1;2;1;3;2;1;1;2;2;1;1;2;1;1;1;2;2;1;1;20:00;3;4;99;1;1;2;3;40;1;8;7;8;2;1;15;3
251;158;1;2;3;1;3;1;1;2;1;2;1;8;1;2;3;1;2;2;2;2;2;2;2;1;1;23:00;3;4;99;1;1;2;3;29;1;9;6;8;2;1;13;4
252;158;2;2;1;1;4;2;2;2;1;3;1;1;1;2;2;1;1;2;2;2;1;2;2;2;1;21:00;3;4;7;1;1;2;3;60;1;6;6;8;2;1;9;4
253;158;2;2;2;2;2;2;1;1;7;3;2;1;1;5;4;1;2;1;1;1;1;1;2;1;1;21:00;3;4;99;1;1;2;3;31;1;8;7;8;2;1;1;4
254;158;2;2;2;1;2;2;1;1;1;3;1;2;7;1;6;88;88;88;88;88;88;88;88;88;1;21:00;4;99;99;1;1;2;3;38;1;9;8;2;1;1;13;5
255;158;3;1;1;1;2;1;1;1;1;3;2;1;1;1;3;2;2;1;2;2;2;2;1;1;1;21:00;2;3;99;1;1;2;3;46;1;9;6;8;2;1;2;5
256;158;3;1;2;1;3;1;1;1;1;3;1;2;1;4;3;1;1;1;2;1;1;1;1;1;1;21:00;3;99;99;1;2;2;2;26;1;6;7;8;2;1;11;3
257;158;1;2;1;2;2;1;1;1;7;1;2;1;1;2;3;2;1;1;1;1;1;1;1;1;1;21:00;2;3;99;1;1;1;3;42;1;6;7;8;2;1;4;2
258;158;3;2;1;1;1;1;1;1;3;3;2;1;3;4;2;1;1;1;2;2;2;2;2;2;1;22:00;2;3;4;1;1;2;3;47;1;8;7;8;2;1;8;3
259;158;3;2;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;88;3;99;99;1;1;2;3;43;1;5;7;8;2;1;19;1
260;158;3;2;2;2;2;1;1;1;3;3;2;2;1;2;2;1;1;1;1;1;2;1;1;1;1;21:00;3;4;99;1;1;2;3;24;1;6;7;8;2;1;5;2
261;158;3;1;2;2;2;1;1;1;2;1;1;2;12;1;6;88;88;88;88;88;88;88;88;88;1;23:00;2;4;7;1;1;2;3;23;2;7;6;8;2;2;13;4
262;158;1;2;2;1;2;1;1;1;2;3;1;2;6;1;6;88;88;88;88;88;88;88;88;88;1;22:00;2;4;99;1;1;2;3;19;2;7;6;8;2;1;16;3
263;158;3;2;2;1;3;1;1;1;3;3;1;4;1;4;3;1;2;2;2;2;1;1;1;1;1;22:00;3;7;99;1;1;2;3;37;1;2;7;8;2;1;13;4
264;158;1;2;2;3;2;1;1;1;1;1;1;1;1;11;1;1;1;1;2;1;1;1;2;2;1;23:00;3;7;99;1;1;2;3;41;1;5;7;8;2;1;18;2
265;158;3;2;2;5;3;4;1;2;5;1;1;7;3;11;1;1;2;1;1;1;1;1;1;1;1;21:00;2;3;4;1;1;2;3;25;3;7;7;8;2;1;1;3
266;158;3;2;2;1;2;2;2;2;1;3;2;1;1;2;4;1;2;2;2;2;1;1;1;1;1;21:30;3;99;99;1;1;2;3;45;1;8;6;8;2;1;10;3
267;158;3;1;2;5;2;1;1;1;1;1;1;1;1;2;6;88;88;88;88;88;88;88;88;88;1;22:00;3;99;99;1;1;2;3;41;1;8;7;8;2;1;13;4
268;158;3;2;2;2;3;2;1;2;3;3;1;3;3;2;4;1;1;1;1;1;1;1;1;1;1;20:30;3;99;99;2;1;2;3;36;1;8;6;8;2;1;8;2
269;158;1;2;2;1;1;1;2;2;1;3;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;22:00;2;3;4;1;1;2;3;26;2;6;6;8;2;1;19;2
270;158;1;2;2;2;2;1;2;1;1;3;1;2;1;6;2;1;2;1;1;1;1;1;1;1;3;88;3;4;6;1;1;2;3;33;1;8;7;8;2;1;8;3
271;155;1;2;3;1;1;1;1;1;1;3;2;1;1;2;5;1;2;1;1;1;2;1;2;1;3;88;2;99;99;1;2;2;2;35;1;3;7;8;2;1;8;1
272;33;2;3;1;3;4;3;2;2;1;3;1;3;3;1;3;1;2;1;1;2;99;1;1;1;1;20:00;8;99;99;1;1;2;3;71;5;5;6;4;2;1;15;3
273;33;1;3;1;3;3;5;2;2;5;3;1;5;3;1;1;1;2;1;1;1;1;1;1;1;1;19:00;8;99;99;1;1;2;3;57;1;5;6;8;2;1;14;3
274;33;3;3;2;1;1;5;2;2;4;1;2;3;3;1;4;1;2;1;1;1;1;1;1;1;1;18:00;3;99;99;1;2;3;1;59;5;4;6;8;2;1;19;2
275;33;3;4;2;4;2;5;2;2;4;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;19:00;6;99;99;2;2;3;1;31;1;7;7;8;2;1;8;2
276;33;2;3;2;1;3;2;1;2;8;1;2;2;9;12;6;88;88;88;88;88;88;88;88;88;1;20:00;2;4;99;1;2;2;2;36;1;9;7;8;2;1;15;3
